"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"GeneralInjury"	"ReducedInjuryTypes"
"1469"	Apr 16, 2016	Missed the last playoff game (lower body injury).	ERIK	HAULA	VEGAS	GOLDENKNIGHTS	0	TRUE	lower body injury	TRUE	1423	0	4	13	2016	4	16	2016	3	lower body	lower body
"14816"	Nov 10, 2016	Missed 7 games (lower body injury).	ERIK	HAULA	VEGAS	GOLDENKNIGHTS	7	TRUE	lower body injury	FALSE	1424	0	10	22	2016	11	10	2016	19	lower body	lower body
"4074"	Dec 27, 2016	Missed 3 games (lower body injury).	ERIK	HAULA	VEGAS	GOLDENKNIGHTS	3	TRUE	lower body injury	FALSE	1425	0	12	19	2016	12	27	2016	8	lower body	lower body
"1696"	Apr 21, 2017	Missed the last playoff game (undisclosed).	ERIK	HAULA	VEGAS	GOLDENKNIGHTS	0	TRUE	undisclosed	TRUE	1426	0	4	18	2017	4	21	2017	3	undisclosed	undisclosed
"18325"	Oct 27, 2017	Missed 4 games (lower body injury).	ERIK	HAULA	VEGAS	GOLDENKNIGHTS	4	TRUE	lower body injury	FALSE	1427	0	10	14	2017	10	27	2017	13	lower body	lower body
"5613"	Feb 15, 2018	Missed 1 game (flu).	ERIK	HAULA	VEGAS	GOLDENKNIGHTS	1	TRUE	flu	FALSE	1428	0	2	13	2018	2	15	2018	2	cold/virus	illness
"15910"	Nov 25, 2014	Missed 3 games (flu).	WILLIAM	KARLSSON	VEGAS	GOLDENKNIGHTS	3	TRUE	flu	FALSE	1429	0	11	18	2014	11	25	2014	7	cold/virus	illness
"11406"	Mar 02, 2017	Missed 1 game (illness).	WILLIAM	KARLSSON	VEGAS	GOLDENKNIGHTS	1	TRUE	illness	FALSE	1430	0	2	28	2017	3	02	2017	2	cold/virus	illness
"18043"	Oct 23, 2016	Missed 5 games (hip injury).	OSCAR	LINDBERG	VEGAS	GOLDENKNIGHTS	5	TRUE	hip injury	FALSE	1431	0	10	11	2016	10	23	2016	12	hip	lower body
"3117"	Dec 13, 2016	Missed 4 games (lower body injury).	JONATHAN	MARCHESSAULT	VEGAS	GOLDENKNIGHTS	4	TRUE	lower body injury	FALSE	1432	0	12	5	2016	12	13	2016	8	lower body	lower body
"3752"	Dec 21, 2016	Missed 3 games (lower body injury).	JONATHAN	MARCHESSAULT	VEGAS	GOLDENKNIGHTS	3	TRUE	lower body injury	FALSE	1433	0	12	15	2016	12	21	2016	6	lower body	lower body
"18128"	Oct 24, 2017	Missed 3 games (lower body injury).	JONATHAN	MARCHESSAULT	VEGAS	GOLDENKNIGHTS	3	TRUE	lower body injury	FALSE	1434	0	10	15	2017	10	24	2017	9	lower body	lower body
"4573"	Feb 02, 2012	Missed 8 games (concussion).	BRAYDEN	MCNABB	VEGAS	GOLDENKNIGHTS	8	TRUE	concussion	FALSE	1435	0	1	14	2012	2	02	2012	19	concussion	concussion
"4282"	Dec 29, 2016	Missed 27 games (arm injury).	BRAYDEN	MCNABB	VEGAS	GOLDENKNIGHTS	27	TRUE	arm injury	FALSE	1436	0	10	30	2016	12	29	2016	60	arm	arm/hand
"4619"	Feb 02, 2018	Missed 3 games (upper body injury).	BRAYDEN	MCNABB	VEGAS	GOLDENKNIGHTS	3	TRUE	upper body injury	FALSE	1437	0	1	24	2018	2	02	2018	9	upper body	upper body
"15459"	Nov 19, 2013	Missed 6 games (facial injury).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	6	TRUE	facial injury	FALSE	1438	0	11	05	2013	11	19	2013	14	face	head/neck/face
"407"	Apr 05, 2014	Missed 3 games (undisclosed).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	3	TRUE	undisclosed	FALSE	1439	0	3	31	2014	4	05	2014	5	undisclosed	undisclosed
"2446"	Dec 04, 2014	Missed 14 games (arm injury).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	14	TRUE	arm injury	FALSE	1440	0	11	04	2014	12	04	2014	30	arm	arm/hand
"1083"	Apr 11, 2015	Missed the last 2 regular season games (leg injury).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	2	TRUE	leg injury	TRUE	1441	0	4	09	2015	4	11	2015	2	leg	leg
"18308"	Oct 27, 2015	Missed 4 games (illness).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	4	TRUE	illness	FALSE	1442	0	10	18	2015	10	27	2015	9	cold/virus	illness
"5871"	Feb 19, 2016	Missed 12 games (upper body injury).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	12	TRUE	upper body injury	FALSE	1443	0	1	19	2016	2	19	2016	31	upper body	upper body
"12530"	Mar 17, 2016	Missed 3 games (undisclosed).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	3	TRUE	undisclosed	FALSE	1444	0	3	10	2016	3	17	2016	7	undisclosed	undisclosed
"798"	Apr 09, 2016	Missed the last 10 regular season games (upper body injury).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	10	TRUE	upper body injury	TRUE	1445	0	3	20	2016	4	09	2016	20	upper body	upper body
"15183"	Nov 15, 2016	Missed 14 games (broken finger).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	14	TRUE	broken finger	FALSE	1446	0	10	11	2016	11	15	2016	35	finger	arm/hand
"8665"	Jan 21, 2017	Missed 1 game (illness).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	1	TRUE	illness	FALSE	1447	0	1	20	2017	1	21	2017	1	cold/virus	illness
"5533"	Feb 14, 2017	Missed 4 games (upper body injury).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	4	TRUE	upper body injury	FALSE	1448	0	2	02	2017	2	14	2017	12	upper body	upper body
"6035"	Feb 21, 2018	Missed 20 games (undisclosed).	JON	MERRILL	VEGAS	GOLDENKNIGHTS	20	TRUE	undisclosed	FALSE	1449	0	1	05	2018	2	21	2018	47	undisclosed	undisclosed
"15326"	Nov 17, 2015	Missed 1 game (lower body injury).	COLIN	MILLER	VEGAS	GOLDENKNIGHTS	1	TRUE	lower body injury	FALSE	1450	0	11	14	2015	11	17	2015	3	lower body	lower body
"8883"	Jan 24, 2017	Missed 6 games (lower body injury).	COLIN	MILLER	VEGAS	GOLDENKNIGHTS	6	TRUE	lower body injury	FALSE	1451	0	1	12	2017	1	24	2017	12	lower body	lower body
"1607"	Apr 19, 2017	Missed the last 2 playoff games (lower body injury).	COLIN	MILLER	VEGAS	GOLDENKNIGHTS	2	TRUE	lower body injury	TRUE	1452	0	4	15	2017	4	19	2017	4	lower body	lower body
"14912"	Nov 12, 2009	Missed 2 games (groin).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	2	TRUE	groin	FALSE	1453	0	11	06	2009	11	12	2009	6	groin	lower body
"1031"	Apr 11, 2012	Missed the last 2 regular season games (lower body injury).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	2	TRUE	lower body injury	TRUE	1454	0	4	05	2012	4	11	2012	6	lower body	lower body
"1897"	Apr 27, 2013	Missed 8 games (concussion).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	8	TRUE	concussion	FALSE	1455	0	4	09	2013	4	27	2013	18	concussion	concussion
"13741"	May 07, 2013	Missed the last 2 playoff games (sprained right ankle).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	2	TRUE	sprained right ankle	TRUE	1456	0	5	03	2013	5	07	2013	4	ankle	foot
"14706"	Nov 09, 2013	Missed 15 games (upper body injury).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	15	TRUE	upper body injury	FALSE	1457	0	10	05	2013	11	09	2013	35	upper body	upper body
"8546"	Jan 20, 2014	Missed 1 game (upper body injury).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	1	TRUE	upper body injury	FALSE	1458	0	1	15	2014	1	20	2014	5	upper body	upper body
"12581"	Mar 18, 2014	Missed 2 games (concussion).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	2	TRUE	concussion	FALSE	1459	0	3	14	2014	3	18	2014	4	concussion	concussion
"3792"	Dec 22, 2014	Missed 1 game (illness).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	1	TRUE	illness	FALSE	1460	0	12	20	2014	12	22	2014	2	cold/virus	illness
"7936"	Jan 13, 2015	Missed 5 games (lower body injury).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	5	TRUE	lower body injury	FALSE	1461	0	1	03	2015	1	13	2015	10	lower body	lower body
"321"	Apr 04, 2015	Missed 9 games (upper body injury).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	9	TRUE	upper body injury	FALSE	1462	0	3	14	2015	4	04	2015	21	upper body	upper body
"2600"	Dec 06, 2016	Missed 4 games (upper body injury).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	4	TRUE	upper body injury	FALSE	1463	0	11	26	2016	12	06	2016	10	upper body	upper body
"8048"	Jan 14, 2017	Missed 5 games (upper body injury).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	5	TRUE	upper body injury	FALSE	1464	0	1	05	2017	1	14	2017	9	upper body	upper body
"523"	Apr 06, 2017	Missed 3 games (upper body injury).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	3	TRUE	upper body injury	FALSE	1465	0	4	01	2017	4	06	2017	5	upper body	upper body
"6585"	Feb 26, 2018	Missed 3 games (illness).	JAMES	NEAL	VEGAS	GOLDENKNIGHTS	3	TRUE	illness	FALSE	1466	0	2	19	2018	2	26	2018	7	cold/virus	illness
"5471"	Feb 13, 2018	Missed 12 games (upper body injury).	TOMAS	NOSEK	VEGAS	GOLDENKNIGHTS	12	TRUE	upper body injury	FALSE	1467	0	1	8	2018	2	13	2018	36	upper body	upper body
"934"	Apr 10, 2011	Missed the last 72 regular season games (concussion).	DAVID	PERRON	VEGAS	GOLDENKNIGHTS	72	TRUE	concussion	TRUE	1468	0	11	06	2010	4	10	2011	155	concussion	concussion
"2275"	Dec 02, 2011	Missed 24 games (post concussion).	DAVID	PERRON	VEGAS	GOLDENKNIGHTS	24	TRUE	post concussion	FALSE	1469	0	10	02	2011	12	02	2011	61	concussion	concussion
"14709"	Nov 09, 2013	Missed 4 games (strained neck).	DAVID	PERRON	VEGAS	GOLDENKNIGHTS	4	TRUE	strained neck	FALSE	1470	0	10	29	2013	11	09	2013	11	neck	head/neck/face
"13393"	Mar 29, 2015	Missed 1 game (illness).	DAVID	PERRON	VEGAS	GOLDENKNIGHTS	1	TRUE	illness	FALSE	1471	0	3	28	2015	3	29	2015	1	cold/virus	illness
"1401"	Apr 15, 2016	Missed the last 10 regular season games (shoulder injury).	DAVID	PERRON	VEGAS	GOLDENKNIGHTS	10	TRUE	shoulder injury	TRUE	1472	0	3	22	2016	4	15	2016	24	shoulder	upper body
"2757"	Dec 08, 2017	Missed 6 games (upper body injury).	DAVID	PERRON	VEGAS	GOLDENKNIGHTS	6	TRUE	upper body injury	FALSE	1473	0	11	25	2017	12	08	2017	13	upper body	upper body
"3961"	Dec 26, 2011	Missed 1 game (hip injury).	RYAN	REAVES	VEGAS	GOLDENKNIGHTS	1	TRUE	hip injury	FALSE	1474	0	12	23	2011	12	26	2011	3	hip	lower body
"7195"	Jan 05, 2012	Missed 4 games (hip injury).	RYAN	REAVES	VEGAS	GOLDENKNIGHTS	4	TRUE	hip injury	FALSE	1475	0	12	27	2011	1	05	2012	9	hip	lower body
"6976"	Jan 02, 2014	Missed 17 games (broken right hand).	RYAN	REAVES	VEGAS	GOLDENKNIGHTS	17	TRUE	broken right hand	FALSE	1476	0	11	24	2013	1	02	2014	39	hand	arm/hand
"15014"	Nov 13, 2014	Missed 1 game (ankle injury).	RYAN	REAVES	VEGAS	GOLDENKNIGHTS	1	TRUE	ankle injury	FALSE	1477	0	11	11	2014	11	13	2014	2	ankle	foot
"12435"	Mar 16, 2012	Missed 2 games (back spasms).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	2	TRUE	back spasms	FALSE	1478	0	3	12	2012	3	16	2012	4	back	mid body
"13630"	May 02, 2013	Missed the last 6 regular season and first playoff games (lower body injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	7	TRUE	lower body injury	TRUE	1479	0	4	17	2013	5	02	2013	15	lower body	lower body
"14372"	Nov 04, 2013	Missed 15 games (sprained left ankle).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	15	TRUE	sprained left ankle	FALSE	1480	0	9	30	2013	11	04	2013	35	ankle	foot
"15377"	Nov 18, 2013	Missed 1 game (sprained ankle).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	1	TRUE	sprained ankle	FALSE	1481	0	11	15	2013	11	18	2013	3	ankle	foot
"8640"	Jan 21, 2014	Missed 26 games (right hand injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	26	TRUE	right hand injury	FALSE	1482	0	11	23	2013	1	21	2014	59	hand	arm/hand
"12151"	Mar 12, 2014	Missed 1 game (lower body injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	1	TRUE	lower body injury	FALSE	1483	0	3	10	2014	3	12	2014	2	lower body	lower body
"1254"	Apr 13, 2014	Missed 2 games (upper body injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	2	TRUE	upper body injury	FALSE	1484	0	4	09	2014	4	13	2014	4	upper body	upper body
"15562"	Nov 20, 2014	Missed 4 games (lower body injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	4	TRUE	lower body injury	FALSE	1485	0	11	09	2014	11	20	2014	11	lower body	lower body
"15406"	Nov 18, 2015	Missed 8 games (foot injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	8	TRUE	foot injury	FALSE	1486	0	11	02	2015	11	18	2015	16	foot	foot
"8201"	Jan 16, 2016	Missed 19 games (hand injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	19	TRUE	hand injury	FALSE	1487	0	12	03	2015	1	16	2016	44	hand	arm/hand
"805"	Apr 09, 2016	Missed the last 14 regular season games (upper body injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	14	TRUE	upper body injury	TRUE	1488	0	3	15	2016	4	09	2016	25	upper body	upper body
"16340"	Nov 30, 2017	Missed 7 games (lower body injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	7	TRUE	lower body injury	FALSE	1489	0	11	13	2017	11	30	2017	17	lower body	lower body
"7253"	Jan 05, 2018	Missed 9 games (lower body injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	9	TRUE	lower body injury	FALSE	1490	0	12	14	2017	1	05	2018	22	lower body	lower body
"5755"	Feb 17, 2018	Missed 16 games (left hand injury).	LUCA	SBISA	VEGAS	GOLDENKNIGHTS	16	TRUE	left hand injury	FALSE	1491	0	1	10	2018	2	17	2018	38	hand	arm/hand
"11685"	Mar 05, 2016	Missed 2 games (lower body injury).	NATE	SCHMIDT	VEGAS	GOLDENKNIGHTS	2	TRUE	lower body injury	FALSE	1492	0	3	2	2016	3	05	2016	3	lower body	lower body
"4453"	Dec 31, 2016	Missed 2 games (concussion).	REILLY	SMITH	VEGAS	GOLDENKNIGHTS	2	TRUE	concussion	FALSE	1493	0	12	28	2016	12	31	2016	3	concussion	concussion
"8730"	Jan 22, 2016	Missed 1 game (undisclosed).	TOMAS	TATAR	VEGAS	GOLDENKNIGHTS	1	TRUE	undisclosed	FALSE	1495	0	1	20	2016	1	22	2016	2	undisclosed	undisclosed
"6586"	Feb 26, 2018	Missed 4 games (throat).	SHEA	THEODORE	VEGAS	GOLDENKNIGHTS	4	TRUE	throat	FALSE	1496	0	2	17	2018	2	26	2018	9	cold/virus	illness
"9327"	Jan 30, 2018	Missed 4 games (concussion).	SEBASTIAN	AHO	CAROLINA	HURRICANES	4	TRUE	concussion	FALSE	1497	0	1	15	2018	1	30	2018	15	concussion	concussion
"12341"	Mar 14, 2017	Missed 5 games (upper body injury).	SCOTT	DARLING	CAROLINA	HURRICANES	5	TRUE	upper body injury	FALSE	1498	0	3	03	2017	3	14	2017	11	upper body	upper body
"8136"	Jan 15, 2016	Missed 6 games (concussion).	PHILLIP	DI GIUSEPPE	CAROLINA	HURRICANES	6	TRUE	concussion	FALSE	1499	0	1	04	2016	1	15	2016	11	concussion	concussion
"831"	Apr 09, 2016	Missed the last 8 regular season games (undisclosed).	PHILLIP	DI GIUSEPPE	CAROLINA	HURRICANES	8	TRUE	undisclosed	TRUE	1500	0	3	26	2016	4	09	2016	14	undisclosed	undisclosed
"12609"	Mar 18, 2017	Missed 16 games (upper body injury).	PHILLIP	DI GIUSEPPE	CAROLINA	HURRICANES	16	TRUE	upper body injury	FALSE	1501	0	3	07	2017	3	18	2017	11	upper body	upper body
"4495"	Feb 01, 2013	Missed 1 game (upper body injury).	JUSTIN	FAULK	CAROLINA	HURRICANES	1	TRUE	upper body injury	FALSE	1502	0	1	28	2013	2	01	2013	4	upper body	upper body
"754"	Apr 09, 2013	Missed 9 games (sprained mcl).	JUSTIN	FAULK	CAROLINA	HURRICANES	9	TRUE	sprained mcl	FALSE	1503	0	3	20	2013	4	09	2013	20	knee	leg
"12379"	Mar 15, 2014	Missed 5 games (upper body injury).	JUSTIN	FAULK	CAROLINA	HURRICANES	5	TRUE	upper body injury	FALSE	1504	0	3	04	2014	3	15	2014	11	upper body	upper body
"12810"	Mar 21, 2014	Missed 1 game (flu).	JUSTIN	FAULK	CAROLINA	HURRICANES	1	TRUE	flu	FALSE	1505	0	3	18	2014	3	21	2014	3	cold/virus	illness
"6174"	Feb 23, 2016	Missed 6 games (leg injury).	JUSTIN	FAULK	CAROLINA	HURRICANES	6	TRUE	leg injury	FALSE	1506	0	2	12	2016	2	23	2016	11	leg	leg
"13033"	Mar 24, 2016	Missed 12 games (undisclosed).	JUSTIN	FAULK	CAROLINA	HURRICANES	12	TRUE	undisclosed	FALSE	1507	0	2	25	2016	3	24	2016	28	undisclosed	undisclosed
"15184"	Nov 15, 2016	Missed 3 games (upper body injury).	JUSTIN	FAULK	CAROLINA	HURRICANES	3	TRUE	upper body injury	FALSE	1508	0	11	08	2016	11	15	2016	7	upper body	upper body
"7233"	Jan 05, 2017	Missed 4 games (lower body injury).	JUSTIN	FAULK	CAROLINA	HURRICANES	4	TRUE	lower body injury	FALSE	1509	0	12	27	2016	1	05	2017	9	lower body	lower body
"18159"	Oct 25, 2013	Missed 5 games (upper body injury).	ELIAS	LINDHOLM	CAROLINA	HURRICANES	5	TRUE	upper body injury	FALSE	1510	0	10	13	2013	10	25	2013	12	upper body	upper body
"3323"	Dec 16, 2013	Missed 2 games (undisclosed).	ELIAS	LINDHOLM	CAROLINA	HURRICANES	2	TRUE	undisclosed	FALSE	1511	0	12	14	2013	12	16	2013	2	undisclosed	undisclosed
"12809"	Mar 21, 2014	Missed 1 game (flu).	ELIAS	LINDHOLM	CAROLINA	HURRICANES	1	TRUE	flu	FALSE	1512	0	3	18	2014	3	21	2014	3	cold/virus	illness
"3118"	Dec 13, 2016	Missed 5 games (lower body injury).	ELIAS	LINDHOLM	CAROLINA	HURRICANES	5	TRUE	lower body injury	FALSE	1513	0	12	03	2016	12	13	2016	10	lower body	lower body
"7690"	Jan 10, 2017	Missed 5 games (upper body injury).	ELIAS	LINDHOLM	CAROLINA	HURRICANES	5	TRUE	upper body injury	FALSE	1514	0	12	31	2016	1	10	2017	10	upper body	upper body
"8063"	Jan 14, 2018	Missed 1 game (illness).	ELIAS	LINDHOLM	CAROLINA	HURRICANES	1	TRUE	illness	FALSE	1515	0	1	12	2018	1	14	2018	2	cold/virus	illness
"2232"	Dec 01, 2016	Missed 3 games (upper body injury).	BROCK	MCGINN	CAROLINA	HURRICANES	3	TRUE	upper body injury	FALSE	1516	0	11	26	2016	12	01	2016	5	upper body	upper body
"6835"	Feb 28, 2017	Missed 1 game (undisclosed).	BROCK	MCGINN	CAROLINA	HURRICANES	1	TRUE	undisclosed	FALSE	1517	0	2	26	2017	2	28	2017	2	undisclosed	undisclosed
"12481"	Mar 16, 2017	Missed 8 games (upper body injury).	BROCK	MCGINN	CAROLINA	HURRICANES	8	TRUE	upper body injury	FALSE	1518	0	3	01	2017	3	16	2017	15	upper body	upper body
"593"	Apr 07, 2015	Missed 6 games (upper body injury).	JOAKIM	NORDSTROM	CAROLINA	HURRICANES	6	TRUE	upper body injury	FALSE	1519	0	3	27	2015	4	07	2015	11	upper body	upper body
"14804"	Nov 10, 2015	Missed 11 games (undisclosed).	JOAKIM	NORDSTROM	CAROLINA	HURRICANES	11	TRUE	undisclosed	FALSE	1520	0	10	16	2015	11	10	2015	25	undisclosed	undisclosed
"8064"	Jan 14, 2018	Missed 1 game (illness).	JOAKIM	NORDSTROM	CAROLINA	HURRICANES	1	TRUE	illness	FALSE	1521	0	1	12	2018	1	14	2018	2	cold/virus	illness
"8659"	Jan 21, 2016	Missed 2 games (foot injury).	BRETT	PESCE	CAROLINA	HURRICANES	2	TRUE	foot injury	FALSE	1522	0	1	15	2016	1	21	2016	6	foot	foot
"9028"	Jan 26, 2016	Missed 1 game (lower body injury).	BRETT	PESCE	CAROLINA	HURRICANES	1	TRUE	lower body injury	FALSE	1523	0	1	24	2016	1	26	2016	2	lower body	lower body
"5379"	Feb 12, 2016	Missed 3 games (lower body injury).	BRETT	PESCE	CAROLINA	HURRICANES	3	TRUE	lower body injury	FALSE	1524	0	1	31	2016	2	12	2016	12	lower body	lower body
"14829"	Nov 10, 2017	Missed 3 games (concussion).	BRETT	PESCE	CAROLINA	HURRICANES	3	TRUE	concussion	FALSE	1525	0	11	01	2017	11	10	2017	9	concussion	concussion
"8816"	Jan 23, 2018	Missed 5 games (upper body injury).	BRETT	PESCE	CAROLINA	HURRICANES	5	TRUE	upper body injury	FALSE	1526	0	1	11	2018	1	23	2018	12	upper body	upper body
"7836"	Jan 12, 2016	Missed 2 games (upper body injury).	VICTOR	RASK	CAROLINA	HURRICANES	2	TRUE	upper body injury	FALSE	1527	0	1	08	2016	1	12	2016	4	upper body	upper body
"8594"	Jan 20, 2018	Missed 2 games (upper body injury).	DEREK	RYAN	CAROLINA	HURRICANES	2	TRUE	upper body injury	FALSE	1528	0	1	12	2018	1	20	2018	8	upper body	upper body
"8094"	Jan 15, 2012	Missed 16 games (concussion).	JEFF	SKINNER	CAROLINA	HURRICANES	16	TRUE	concussion	FALSE	1529	0	12	07	2011	1	15	2012	39	concussion	concussion
"6785"	Feb 28, 2013	Missed 5 games (concussion).	JEFF	SKINNER	CAROLINA	HURRICANES	5	TRUE	concussion	FALSE	1530	0	2	18	2013	2	28	2013	10	concussion	concussion
"1623"	Apr 20, 2013	Missed 1 game (upper body injury).	JEFF	SKINNER	CAROLINA	HURRICANES	1	TRUE	upper body injury	FALSE	1531	0	4	18	2013	4	20	2013	2	upper body	upper body
"15614"	Nov 21, 2013	Missed 11 games (upper body injury).	JEFF	SKINNER	CAROLINA	HURRICANES	11	TRUE	upper body injury	FALSE	1532	0	10	25	2013	11	21	2013	27	upper body	upper body
"17614"	Oct 17, 2014	Missed 4 games (concussion).	JEFF	SKINNER	CAROLINA	HURRICANES	4	TRUE	concussion	FALSE	1533	0	10	10	2014	10	17	2014	7	concussion	concussion
"7143"	Jan 04, 2015	Missed 1 game (illness).	JEFF	SKINNER	CAROLINA	HURRICANES	1	TRUE	illness	FALSE	1534	0	1	02	2015	1	04	2015	2	cold/virus	illness
"18390"	Oct 28, 2016	Missed 1 game (lower body injury).	JEFF	SKINNER	CAROLINA	HURRICANES	1	TRUE	lower body injury	FALSE	1535	0	10	25	2016	10	28	2016	3	lower body	lower body
"11503"	Mar 03, 2017	Missed 2 games (stiff neck).	JEFF	SKINNER	CAROLINA	HURRICANES	2	TRUE	stiff neck	FALSE	1536	0	2	28	2017	3	03	2017	3	neck	head/neck/face
"13718"	May 06, 2010	Missed 2 playoff games (right foot injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2	TRUE	right foot injury	FALSE	1537	0	5	01	2010	5	06	2010	5	foot	foot
"18554"	Oct 31, 2010	Missed 12 games (foot injury).	JORDAN	STAAL	CAROLINA	HURRICANES	12	TRUE	foot injury	FALSE	1538	0	9	17	2010	10	31	2010	44	foot	foot
"6903"	Jan 01, 2011	Missed 39 games (broken hand).	JORDAN	STAAL	CAROLINA	HURRICANES	39	TRUE	broken hand	FALSE	1539	0	11	01	2010	1	01	2011	61	hand	arm/hand
"14442"	Nov 05, 2011	Missed 2 games (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2	TRUE	lower body injury	FALSE	1540	0	10	29	2011	11	05	2011	7	lower body	lower body
"3076"	Dec 13, 2011	Missed 1 game (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	1	TRUE	lower body injury	FALSE	1541	0	12	10	2011	12	13	2011	3	lower body	lower body
"3649"	Dec 20, 2011	Missed 2 games (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	2	TRUE	lower body injury	FALSE	1542	0	12	16	2011	12	20	2011	4	lower body	lower body
"5276"	Feb 11, 2012	Missed 15 games (sprained left mcl).	JORDAN	STAAL	CAROLINA	HURRICANES	15	TRUE	sprained left mcl	FALSE	1543	0	1	07	2012	2	11	2012	35	knee	leg
"4251"	Dec 29, 2014	Missed 35 games (right fibula).	JORDAN	STAAL	CAROLINA	HURRICANES	35	TRUE	right fibula	FALSE	1544	0	10	02	2014	12	29	2014	88	tibia/fibula	leg
"6988"	Jan 02, 2015	Missed 1 game (lower body injury).	JORDAN	STAAL	CAROLINA	HURRICANES	1	TRUE	lower body injury	FALSE	1545	0	12	31	2014	1	02	2015	2	lower body	lower body
"3119"	Dec 13, 2016	Missed 7 games (concussion).	JORDAN	STAAL	CAROLINA	HURRICANES	7	TRUE	concussion	FALSE	1546	0	11	28	2016	12	13	2016	15	concussion	concussion
"17915"	Oct 22, 2008	Missed 4 games (left knee injury).	LEE	STEMPNIAK	CAROLINA	HURRICANES	4	TRUE	left knee injury	FALSE	1548	0	10	11	2008	10	22	2008	11	knee	leg
"12563"	Mar 18, 2012	Missed 21 games (ankle injury).	LEE	STEMPNIAK	CAROLINA	HURRICANES	21	TRUE	ankle injury	FALSE	1549	0	2	03	2012	3	18	2012	44	ankle	foot
"14936"	Nov 12, 2013	Missed 7 games (broken foot).	LEE	STEMPNIAK	CAROLINA	HURRICANES	7	TRUE	broken foot	FALSE	1550	0	10	26	2013	11	12	2013	17	foot	foot
"16152"	Nov 28, 2014	Missed 1 game (back injury).	LEE	STEMPNIAK	CAROLINA	HURRICANES	1	TRUE	back injury	FALSE	1552	0	11	19	2014	11	28	2014	9	back	mid body
"4043"	Dec 27, 2014	Missed 3 games (illness).	LEE	STEMPNIAK	CAROLINA	HURRICANES	3	TRUE	illness	FALSE	1553	0	12	20	2014	12	27	2014	7	cold/virus	illness
"14751"	Nov 09, 2017	Missed 13 games (hip injury).	LEE	STEMPNIAK	CAROLINA	HURRICANES	13	TRUE	hip injury	FALSE	1554	0	10	03	2017	11	09	2017	37	hip	lower body
"7524"	Jan 08, 2018	Missed 41 games (upper body injury).	LEE	STEMPNIAK	CAROLINA	HURRICANES	41	TRUE	upper body injury	FALSE	1555	0	11	13	2017	1	08	2018	56	upper body	upper body
"16079"	Nov 27, 2015	Missed 3 games (upper body injury).	TEUVO	TERAVAINEN	CAROLINA	HURRICANES	3	TRUE	upper body injury	FALSE	1556	0	11	19	2015	11	27	2015	8	upper body	upper body
"13978"	May 22, 2015	Missed the last 64 regular season and first 13 playoff games (leg injury).	TREVOR	VAN RIEMSDYK	CAROLINA	HURRICANES	77	TRUE	leg injury	TRUE	1557	0	11	17	2014	5	22	2015	186	leg	leg
