"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"year"	"month"	"day"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"	"InjuryIndicator"	"InjuryStateDate"	"YearsSince2000"
"223.1"	Apr 09, 2016	Missed the last 12 regular season games (knee surgery).	CURTIS	MCELHINNEY	TORONTO	MAPLELEAFS	2016	4	09	12	TRUE	knee surgery	TRUE	1826	0	3	19	2016	4	09	2016	1814400	1458388800	1460203200	NA	NA	CURTIS MCELHINNEY	1	629	2	1460203200	16.2821917808219
"1861"	Jan 02, 2018	Missed 2 games (lower body injury).	CURTIS	MCELHINNEY	TORONTO	MAPLELEAFS	2018	1	02	2	TRUE	lower body injury	FALSE	1827	0	12	29	2017	1	02	2018	345600	1514548800	1514894400	lower body	lower body	CURTIS MCELHINNEY	1	NA	1	1514548800	18.0054794520548
"1861.1"	Jan 02, 2018	Missed 2 games (lower body injury).	CURTIS	MCELHINNEY	TORONTO	MAPLELEAFS	2018	1	02	2	TRUE	lower body injury	FALSE	1828	0	12	29	2017	1	02	2018	345600	1514548800	1514894400	NA	NA	CURTIS MCELHINNEY	1	NA	2	1514894400	18.0164383561644
"1617"	Feb 19, 2012	Missed 5 games (foot injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2012	2	19	5	TRUE	foot injury	FALSE	1829	0	2	09	2012	2	19	2012	864000	1328788800	1329652800	foot	foot	DALE WEISE	0	401	1	1328788800	12.1150684931507
"1617.1"	Feb 19, 2012	Missed 5 games (foot injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2012	2	19	5	TRUE	foot injury	FALSE	1830	0	2	09	2012	2	19	2012	864000	1328788800	1329652800	NA	NA	DALE WEISE	0	401	2	1329652800	12.1424657534247
"101"	Apr 06, 2013	Missed 5 games (shoulder injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2013	4	06	5	TRUE	shoulder injury	FALSE	1831	0	3	26	2013	4	06	2013	950400	1364299200	1365249600	upper body	upper body	DALE WEISE	1	202	1	1364299200	13.241095890411
"101.1"	Apr 06, 2013	Missed 5 games (shoulder injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2013	4	06	5	TRUE	shoulder injury	FALSE	1832	0	3	26	2013	4	06	2013	950400	1364299200	1365249600	NA	NA	DALE WEISE	1	202	2	1365249600	13.2712328767123
"3595"	Nov 19, 2013	Missed 10 games (leg injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2013	11	19	10	TRUE	leg injury	FALSE	1833	0	10	25	2013	11	19	2013	2160000	1382702400	1384862400	leg	leg	DALE WEISE	1	126	1	1382702400	13.8246575342466
"3595.1"	Nov 19, 2013	Missed 10 games (leg injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2013	11	19	10	TRUE	leg injury	FALSE	1834	0	10	25	2013	11	19	2013	2160000	1382702400	1384862400	NA	NA	DALE WEISE	1	126	2	1384862400	13.8931506849315
"210"	Apr 09, 2014	Missed 6 games (upper body injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2014	4	09	6	TRUE	upper body injury	FALSE	1835	0	3	25	2014	4	09	2014	1296000	1395748800	1397044800	upper body	upper body	DALE WEISE	1	50	1	1395748800	14.2383561643836
"210.1"	Apr 09, 2014	Missed 6 games (upper body injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2014	4	09	6	TRUE	upper body injury	FALSE	1836	0	3	25	2014	4	09	2014	1296000	1395748800	1397044800	NA	NA	DALE WEISE	1	50	2	1397044800	14.2794520547945
"3229"	May 29, 2014	Missed the last playoff game (head injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2014	5	29	0	TRUE	head injury	TRUE	1837	0	5	29	2014	5	29	2014	0	1401364800	1401364800	head/neck/face	head/neck/face	DALE WEISE	1	583	1	1401364800	14.4164383561644
"3229.1"	May 29, 2014	Missed the last playoff game (head injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2014	5	29	0	TRUE	head injury	TRUE	1838	0	5	29	2014	5	29	2014	0	1401364800	1401364800	NA	NA	DALE WEISE	1	583	2	1401364800	14.4164383561644
"2126"	Jan 16, 2016	Missed 4 games (upper body injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2016	1	16	4	TRUE	upper body injury	FALSE	1839	0	1	02	2016	1	16	2016	1209600	1451736000	1452945600	upper body	upper body	DALE WEISE	1	37	1	1451736000	16.013698630137
"2126.1"	Jan 16, 2016	Missed 4 games (upper body injury).	DALE	WEISE	PHILADELPHIA	FLYERS	2016	1	16	4	TRUE	upper body injury	FALSE	1840	0	1	02	2016	1	16	2016	1209600	1451736000	1452945600	NA	NA	DALE WEISE	1	37	2	1452945600	16.0520547945205
"1706"	Feb 24, 2016	Missed 1 game (illness).	DALE	WEISE	PHILADELPHIA	FLYERS	2016	2	24	1	TRUE	illness	FALSE	1841	0	2	22	2016	2	24	2016	172800	1456142400	1456315200	illness	illness	DALE WEISE	1	NA	1	1456142400	16.1534246575342
"1706.1"	Feb 24, 2016	Missed 1 game (illness).	DALE	WEISE	PHILADELPHIA	FLYERS	2016	2	24	1	TRUE	illness	FALSE	1842	0	2	22	2016	2	24	2016	172800	1456142400	1456315200	NA	NA	DALE WEISE	1	NA	2	1456315200	16.158904109589
"2510"	Mar 03, 2015	Missed 31 games (fractured ankle).	DAMON	SEVERSON	NEW JERSEY	DEVILS	2015	3	03	31	TRUE	fractured ankle	FALSE	1843	0	12	17	2014	3	03	2015	6566400	1418817600	1425384000	foot	foot	DAMON SEVERSON	0	733	1	1418817600	14.9698630136986
"2510.1"	Mar 03, 2015	Missed 31 games (fractured ankle).	DAMON	SEVERSON	NEW JERSEY	DEVILS	2015	3	03	31	TRUE	fractured ankle	FALSE	1844	0	12	17	2014	3	03	2015	6566400	1418817600	1425384000	NA	NA	DAMON SEVERSON	0	733	2	1425384000	15.1780821917808
"2592"	Mar 07, 2017	Missed 1 game (upper body injury).	DAMON	SEVERSON	NEW JERSEY	DEVILS	2017	3	07	1	TRUE	upper body injury	FALSE	1845	0	3	05	2017	3	07	2017	172800	1488715200	1488888000	upper body	upper body	DAMON SEVERSON	1	NA	1	1488715200	17.186301369863
"2592.1"	Mar 07, 2017	Missed 1 game (upper body injury).	DAMON	SEVERSON	NEW JERSEY	DEVILS	2017	3	07	1	TRUE	upper body injury	FALSE	1846	0	3	05	2017	3	07	2017	172800	1488715200	1488888000	NA	NA	DAMON SEVERSON	1	NA	2	1488888000	17.1917808219178
"1285"	Feb 01, 2011	Missed 2 games (rib injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2011	2	01	2	TRUE	rib injury	FALSE	1847	0	1	24	2011	2	01	2011	691200	1295870400	1296561600	mid body	mid body	DAN GIRARDI	0	735	1	1295870400	11.0712328767123
"1285.1"	Feb 01, 2011	Missed 2 games (rib injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2011	2	01	2	TRUE	rib injury	FALSE	1848	0	1	24	2011	2	01	2011	691200	1295870400	1296561600	NA	NA	DAN GIRARDI	0	735	2	1296561600	11.0931506849315
"1462"	Feb 10, 2013	Missed 2 games (lower body injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2013	2	10	2	TRUE	lower body injury	FALSE	1849	0	2	05	2013	2	10	2013	432000	1360065600	1360497600	lower body	lower body	DAN GIRARDI	1	1038	1	1360065600	13.1068493150685
"1462.1"	Feb 10, 2013	Missed 2 games (lower body injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2013	2	10	2	TRUE	lower body injury	FALSE	1850	0	2	05	2013	2	10	2013	432000	1360065600	1360497600	NA	NA	DAN GIRARDI	1	1038	2	1360497600	13.1205479452055
"1204"	Dec 28, 2015	Missed 5 games (knee injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2015	12	28	5	TRUE	knee injury	FALSE	1851	0	12	15	2015	12	28	2015	1123200	1450180800	1451304000	leg	leg	DAN GIRARDI	1	17	1	1450180800	15.9643835616438
"1204.1"	Dec 28, 2015	Missed 5 games (knee injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2015	12	28	5	TRUE	knee injury	FALSE	1852	0	12	15	2015	12	28	2015	1123200	1450180800	1451304000	NA	NA	DAN GIRARDI	1	17	2	1451304000	16
"2122"	Jan 16, 2016	Missed 1 game (hand injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2016	1	16	1	TRUE	hand injury	FALSE	1853	0	1	14	2016	1	16	2016	172800	1452772800	1452945600	arm/hand	arm/hand	DAN GIRARDI	1	82	1	1452772800	16.0465753424658
"2122.1"	Jan 16, 2016	Missed 1 game (hand injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2016	1	16	1	TRUE	hand injury	FALSE	1854	0	1	14	2016	1	16	2016	172800	1452772800	1452945600	NA	NA	DAN GIRARDI	1	82	2	1452945600	16.0520547945205
"441"	Apr 13, 2016	Missed the last 2 regular season games (upper body injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2016	4	13	2	TRUE	upper body injury	TRUE	1855	0	4	07	2016	4	13	2016	518400	1460030400	1460548800	upper body	upper body	DAN GIRARDI	1	2	1	1460030400	16.2767123287671
"441.1"	Apr 13, 2016	Missed the last 2 regular season games (upper body injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2016	4	13	2	TRUE	upper body injury	TRUE	1856	0	4	07	2016	4	13	2016	518400	1460030400	1460548800	NA	NA	DAN GIRARDI	1	2	2	1460548800	16.2931506849315
"585"	Apr 23, 2016	Missed the last 3 playoff games (undisclosed).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2016	4	23	3	TRUE	undisclosed	TRUE	1857	0	4	15	2016	4	23	2016	691200	1460721600	1461412800	undisclosed	undisclosed	DAN GIRARDI	1	177	1	1460721600	16.2986301369863
"585.1"	Apr 23, 2016	Missed the last 3 playoff games (undisclosed).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2016	4	23	3	TRUE	undisclosed	TRUE	1858	0	4	15	2016	4	23	2016	691200	1460721600	1461412800	NA	NA	DAN GIRARDI	1	177	2	1461412800	16.3205479452055
"3992"	Oct 23, 2016	Missed 3 games (groin).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2016	10	23	3	TRUE	groin	FALSE	1859	0	10	17	2016	10	23	2016	518400	1476705600	1477224000	lower body	lower body	DAN GIRARDI	1	109	1	1476705600	16.8054794520548
"3992.1"	Oct 23, 2016	Missed 3 games (groin).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2016	10	23	3	TRUE	groin	FALSE	1860	0	10	17	2016	10	23	2016	518400	1476705600	1477224000	NA	NA	DAN GIRARDI	1	109	2	1477224000	16.8219178082192
"1527"	Feb 13, 2017	Missed 2 games (lower body injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2017	2	13	2	TRUE	lower body injury	FALSE	1861	0	2	09	2017	2	13	2017	345600	1486641600	1486987200	lower body	lower body	DAN GIRARDI	1	15	1	1486641600	17.1205479452055
"1527.1"	Feb 13, 2017	Missed 2 games (lower body injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2017	2	13	2	TRUE	lower body injury	FALSE	1862	0	2	09	2017	2	13	2017	345600	1486641600	1486987200	NA	NA	DAN GIRARDI	1	15	2	1486987200	17.1315068493151
"2964"	Mar 24, 2017	Missed 12 games (ankle injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2017	3	24	12	TRUE	ankle injury	FALSE	1863	0	2	28	2017	3	24	2017	2073600	1488283200	1490356800	foot	foot	DAN GIRARDI	1	291	1	1488283200	17.172602739726
"2964.1"	Mar 24, 2017	Missed 12 games (ankle injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2017	3	24	12	TRUE	ankle injury	FALSE	1864	0	2	28	2017	3	24	2017	2073600	1488283200	1490356800	NA	NA	DAN GIRARDI	1	291	2	1490356800	17.2383561643836
"2159"	Jan 17, 2018	Missed 2 games (neck injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2018	1	17	2	TRUE	neck injury	FALSE	1865	0	1	9	2018	1	17	2018	691200	1515499200	1516190400	head/neck/face	head/neck/face	DAN GIRARDI	1	15	1	1515499200	18.0356164383562
"2159.1"	Jan 17, 2018	Missed 2 games (neck injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2018	1	17	2	TRUE	neck injury	FALSE	1866	0	1	9	2018	1	17	2018	691200	1515499200	1516190400	NA	NA	DAN GIRARDI	1	15	2	1516190400	18.0575342465753
"1437"	Feb 08, 2018	Missed 3 games (lower body injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2018	2	08	3	TRUE	lower body injury	FALSE	1867	0	2	01	2018	2	08	2018	604800	1517486400	1518091200	lower body	lower body	DAN GIRARDI	1	NA	1	1517486400	18.0986301369863
"1437.1"	Feb 08, 2018	Missed 3 games (lower body injury).	DAN	GIRARDI	TAMPA BAY	LIGHTNING	2018	2	08	3	TRUE	lower body injury	FALSE	1868	0	2	01	2018	2	08	2018	604800	1517486400	1518091200	NA	NA	DAN GIRARDI	1	NA	2	1518091200	18.1178082191781
"3651"	Nov 22, 2006	Missed 1 game (lower body injury).	DAN	HAMHUIS	DALLAS	STARS	2006	11	22	1	TRUE	lower body injury	FALSE	1869	0	11	20	2006	11	22	2006	172800	1164024000	1164196800	lower body	lower body	DAN HAMHUIS	0	1060	1	1164024000	6.89041095890411
"3651.1"	Nov 22, 2006	Missed 1 game (lower body injury).	DAN	HAMHUIS	DALLAS	STARS	2006	11	22	1	TRUE	lower body injury	FALSE	1870	0	11	20	2006	11	22	2006	172800	1164024000	1164196800	NA	NA	DAN HAMHUIS	0	1060	2	1164196800	6.8958904109589
"4054"	Oct 28, 2009	Missed 4 games (upper body injury).	DAN	HAMHUIS	DALLAS	STARS	2009	10	28	4	TRUE	upper body injury	FALSE	1871	0	10	17	2009	10	28	2009	950400	1255780800	1256731200	upper body	upper body	DAN HAMHUIS	1	356	1	1255780800	9.8
"4054.1"	Oct 28, 2009	Missed 4 games (upper body injury).	DAN	HAMHUIS	DALLAS	STARS	2009	10	28	4	TRUE	upper body injury	FALSE	1872	0	10	17	2009	10	28	2009	950400	1255780800	1256731200	NA	NA	DAN HAMHUIS	1	356	2	1256731200	9.83013698630137
"3381"	Nov 09, 2010	Missed 8 games (foot injury).	DAN	HAMHUIS	DALLAS	STARS	2010	11	09	8	TRUE	foot injury	FALSE	1873	0	10	19	2010	11	09	2010	1814400	1287489600	1289304000	foot	foot	DAN HAMHUIS	1	93	1	1287489600	10.8054794520548
"3381.1"	Nov 09, 2010	Missed 8 games (foot injury).	DAN	HAMHUIS	DALLAS	STARS	2010	11	09	8	TRUE	foot injury	FALSE	1874	0	10	19	2010	11	09	2010	1814400	1287489600	1289304000	NA	NA	DAN HAMHUIS	1	93	2	1289304000	10.8630136986301
"1667"	Feb 22, 2011	Missed 5 games (concussion).	DAN	HAMHUIS	DALLAS	STARS	2011	2	22	5	TRUE	concussion	FALSE	1875	0	2	10	2011	2	22	2011	1036800	1297339200	1298376000	concussion	concussion	DAN HAMHUIS	1	35	1	1297339200	11.1178082191781
"1667.1"	Feb 22, 2011	Missed 5 games (concussion).	DAN	HAMHUIS	DALLAS	STARS	2011	2	22	5	TRUE	concussion	FALSE	1876	0	2	10	2011	2	22	2011	1036800	1297339200	1298376000	NA	NA	DAN HAMHUIS	1	35	2	1298376000	11.1506849315068
"197"	Apr 09, 2011	Missed 5 games (concussion).	DAN	HAMHUIS	DALLAS	STARS	2011	4	09	5	TRUE	concussion	FALSE	1877	0	3	29	2011	4	09	2011	950400	1301400000	1302350400	concussion	concussion	DAN HAMHUIS	1	56	1	1301400000	11.2465753424658
"197.1"	Apr 09, 2011	Missed 5 games (concussion).	DAN	HAMHUIS	DALLAS	STARS	2011	4	09	5	TRUE	concussion	FALSE	1878	0	3	29	2011	4	09	2011	950400	1301400000	1302350400	NA	NA	DAN HAMHUIS	1	56	2	1302350400	11.2767123287671
"2460"	Jun 15, 2011	Missed the last 26 playoff games (lower body injury).	DAN	HAMHUIS	DALLAS	STARS	2011	6	15	26	TRUE	lower body injury	TRUE	1879	0	6	04	2011	6	15	2011	950400	1307188800	1308139200	lower body	lower body	DAN HAMHUIS	1	965	1	1307188800	11.4301369863014
"2460.1"	Jun 15, 2011	Missed the last 26 playoff games (lower body injury).	DAN	HAMHUIS	DALLAS	STARS	2011	6	15	26	TRUE	lower body injury	TRUE	1880	0	6	04	2011	6	15	2011	950400	1307188800	1308139200	NA	NA	DAN HAMHUIS	1	965	2	1308139200	11.4602739726027
"1412"	Feb 07, 2014	Missed 2 games (undisclosed).	DAN	HAMHUIS	DALLAS	STARS	2014	2	07	2	TRUE	undisclosed	FALSE	1881	0	2	04	2014	2	07	2014	259200	1391515200	1391774400	undisclosed	undisclosed	DAN HAMHUIS	1	288	1	1391515200	14.1041095890411
"1412.1"	Feb 07, 2014	Missed 2 games (undisclosed).	DAN	HAMHUIS	DALLAS	STARS	2014	2	07	2	TRUE	undisclosed	FALSE	1882	0	2	04	2014	2	07	2014	259200	1391515200	1391774400	NA	NA	DAN HAMHUIS	1	288	2	1391774400	14.1123287671233
"2105"	Jan 15, 2015	Missed 21 games (lower body injury).	DAN	HAMHUIS	DALLAS	STARS	2015	1	15	21	TRUE	lower body injury	FALSE	1883	0	11	22	2014	1	15	2015	4665600	1416657600	1421323200	lower body	lower body	DAN HAMHUIS	1	285	1	1416657600	14.9013698630137
"2105.1"	Jan 15, 2015	Missed 21 games (lower body injury).	DAN	HAMHUIS	DALLAS	STARS	2015	1	15	21	TRUE	lower body injury	FALSE	1884	0	11	22	2014	1	15	2015	4665600	1416657600	1421323200	NA	NA	DAN HAMHUIS	1	285	2	1421323200	15.0493150684932
"3267"	Nov 02, 2015	Missed 3 games (lower body injury).	DAN	HAMHUIS	DALLAS	STARS	2015	11	02	3	TRUE	lower body injury	FALSE	1885	0	10	27	2015	11	02	2015	518400	1445947200	1446465600	lower body	lower body	DAN HAMHUIS	1	38	1	1445947200	15.8301369863014
"3267.1"	Nov 02, 2015	Missed 3 games (lower body injury).	DAN	HAMHUIS	DALLAS	STARS	2015	11	02	3	TRUE	lower body injury	FALSE	1886	0	10	27	2015	11	02	2015	518400	1445947200	1446465600	NA	NA	DAN HAMHUIS	1	38	2	1446465600	15.8465753424658
"1400"	Feb 06, 2016	Missed 21 games (facial injury).	DAN	HAMHUIS	DALLAS	STARS	2016	2	06	21	TRUE	facial injury	FALSE	1887	0	12	10	2015	2	06	2016	5011200	1449748800	1454760000	head/neck/face	head/neck/face	DAN HAMHUIS	1	412	1	1449748800	15.9506849315068
"1400.1"	Feb 06, 2016	Missed 21 games (facial injury).	DAN	HAMHUIS	DALLAS	STARS	2016	2	06	21	TRUE	facial injury	FALSE	1888	0	12	10	2015	2	06	2016	5011200	1449748800	1454760000	NA	NA	DAN HAMHUIS	1	412	2	1454760000	16.1095890410959
"3004"	Mar 26, 2017	Missed 1 game (undisclosed).	DAN	HAMHUIS	DALLAS	STARS	2017	3	26	1	TRUE	undisclosed	FALSE	1889	0	3	24	2017	3	26	2017	172800	1490356800	1490529600	undisclosed	undisclosed	DAN HAMHUIS	1	198	1	1490356800	17.2383561643836
"3004.1"	Mar 26, 2017	Missed 1 game (undisclosed).	DAN	HAMHUIS	DALLAS	STARS	2017	3	26	1	TRUE	undisclosed	FALSE	1890	0	3	24	2017	3	26	2017	172800	1490356800	1490529600	NA	NA	DAN HAMHUIS	1	198	2	1490529600	17.2438356164384
"3868"	Oct 14, 2017	Missed 2 games (groin).	DAN	HAMHUIS	DALLAS	STARS	2017	10	14	2	TRUE	groin	FALSE	1891	0	10	10	2017	10	14	2017	345600	1507636800	1507982400	lower body	lower body	DAN HAMHUIS	1	NA	1	1507636800	17.786301369863
"3868.1"	Oct 14, 2017	Missed 2 games (groin).	DAN	HAMHUIS	DALLAS	STARS	2017	10	14	2	TRUE	groin	FALSE	1892	0	10	10	2017	10	14	2017	345600	1507636800	1507982400	NA	NA	DAN HAMHUIS	1	NA	2	1507982400	17.7972602739726
"31"	Apr 02, 2016	Missed 29 games (lower body injury).	DANIEL	CARR	MONTREAL	CANADIENS	2016	4	02	29	TRUE	lower body injury	FALSE	1893	0	1	26	2016	4	02	2016	5788800	1453809600	1459598400	lower body	lower body	DANIEL CARR	0	NA	1	1453809600	16.0794520547945
"31.1"	Apr 02, 2016	Missed 29 games (lower body injury).	DANIEL	CARR	MONTREAL	CANADIENS	2016	4	02	29	TRUE	lower body injury	FALSE	1894	0	1	26	2016	4	02	2016	5788800	1453809600	1459598400	NA	NA	DANIEL CARR	0	NA	2	1459598400	16.2630136986301
"3742"	Nov 27, 2008	Missed 6 games (upper body injury).	DANIEL	WINNIK	MINNESOTA	WILD	2008	11	27	6	TRUE	upper body injury	FALSE	1895	0	11	18	2008	11	27	2008	777600	1227009600	1227787200	upper body	upper body	DANIEL WINNIK	0	395	1	1227009600	8.88767123287671
"3742.1"	Nov 27, 2008	Missed 6 games (upper body injury).	DANIEL	WINNIK	MINNESOTA	WILD	2008	11	27	6	TRUE	upper body injury	FALSE	1896	0	11	18	2008	11	27	2008	777600	1227009600	1227787200	NA	NA	DANIEL WINNIK	0	395	2	1227787200	8.91232876712329
"1941"	Jan 07, 2010	Missed 5 games (arm injury).	DANIEL	WINNIK	MINNESOTA	WILD	2010	1	07	5	TRUE	arm injury	FALSE	1897	0	12	27	2009	1	07	2010	950400	1261915200	1262865600	arm/hand	arm/hand	DANIEL WINNIK	1	14	1	1261915200	9.99452054794521
"1941.1"	Jan 07, 2010	Missed 5 games (arm injury).	DANIEL	WINNIK	MINNESOTA	WILD	2010	1	07	5	TRUE	arm injury	FALSE	1898	0	12	27	2009	1	07	2010	950400	1261915200	1262865600	NA	NA	DANIEL WINNIK	1	14	2	1262865600	10.0246575342466
"2332"	Jan 26, 2010	Missed 2 games (upper body injury).	DANIEL	WINNIK	MINNESOTA	WILD	2010	1	26	2	TRUE	upper body injury	FALSE	1899	0	1	21	2010	1	26	2010	432000	1264075200	1264507200	upper body	upper body	DANIEL WINNIK	1	327	1	1264075200	10.0630136986301
"2332.1"	Jan 26, 2010	Missed 2 games (upper body injury).	DANIEL	WINNIK	MINNESOTA	WILD	2010	1	26	2	TRUE	upper body injury	FALSE	1900	0	1	21	2010	1	26	2010	432000	1264075200	1264507200	NA	NA	DANIEL WINNIK	1	327	2	1264507200	10.0767123287671
"1076"	Dec 21, 2010	Missed 1 game (flu).	DANIEL	WINNIK	MINNESOTA	WILD	2010	12	21	1	TRUE	flu	FALSE	1901	0	12	19	2010	12	21	2010	172800	1292760000	1292932800	illness	illness	DANIEL WINNIK	1	1418	1	1292760000	10.972602739726
"1076.1"	Dec 21, 2010	Missed 1 game (flu).	DANIEL	WINNIK	MINNESOTA	WILD	2010	12	21	1	TRUE	flu	FALSE	1902	0	12	19	2010	12	21	2010	172800	1292760000	1292932800	NA	NA	DANIEL WINNIK	1	1418	2	1292932800	10.9780821917808
"3465"	Nov 12, 2014	Missed 2 games (head injury).	DANIEL	WINNIK	MINNESOTA	WILD	2014	11	12	2	TRUE	head injury	FALSE	1903	0	11	08	2014	11	12	2014	345600	1415448000	1415793600	head/neck/face	head/neck/face	DANIEL WINNIK	1	363	1	1415448000	14.8630136986301
"3465.1"	Nov 12, 2014	Missed 2 games (head injury).	DANIEL	WINNIK	MINNESOTA	WILD	2014	11	12	2	TRUE	head injury	FALSE	1904	0	11	08	2014	11	12	2014	345600	1415448000	1415793600	NA	NA	DANIEL WINNIK	1	363	2	1415793600	14.8739726027397
"3466"	Nov 12, 2015	Missed 1 game (lower body injury).	DANIEL	WINNIK	MINNESOTA	WILD	2015	11	12	1	TRUE	lower body injury	FALSE	1905	0	11	10	2015	11	12	2015	172800	1447156800	1447329600	lower body	lower body	DANIEL WINNIK	1	11	1	1447156800	15.8684931506849
"3466.1"	Nov 12, 2015	Missed 1 game (lower body injury).	DANIEL	WINNIK	MINNESOTA	WILD	2015	11	12	1	TRUE	lower body injury	FALSE	1906	0	11	10	2015	11	12	2015	172800	1447156800	1447329600	NA	NA	DANIEL WINNIK	1	11	2	1447329600	15.8739726027397
"3811"	Nov 30, 2015	Missed 2 games (undisclosed).	DANIEL	WINNIK	MINNESOTA	WILD	2015	11	30	2	TRUE	undisclosed	FALSE	1907	0	11	23	2015	11	30	2015	604800	1448280000	1448884800	undisclosed	undisclosed	DANIEL WINNIK	1	47	1	1448280000	15.9041095890411
"3811.1"	Nov 30, 2015	Missed 2 games (undisclosed).	DANIEL	WINNIK	MINNESOTA	WILD	2015	11	30	2	TRUE	undisclosed	FALSE	1908	0	11	23	2015	11	30	2015	604800	1448280000	1448884800	NA	NA	DANIEL WINNIK	1	47	2	1448884800	15.9232876712329
"2195"	Jan 19, 2016	Missed 1 game (undisclosed).	DANIEL	WINNIK	MINNESOTA	WILD	2016	1	19	1	TRUE	undisclosed	FALSE	1909	0	1	16	2016	1	19	2016	259200	1452945600	1453204800	undisclosed	undisclosed	DANIEL WINNIK	1	NA	1	1452945600	16.0520547945205
"2195.1"	Jan 19, 2016	Missed 1 game (undisclosed).	DANIEL	WINNIK	MINNESOTA	WILD	2016	1	19	1	TRUE	undisclosed	FALSE	1910	0	1	16	2016	1	19	2016	259200	1452945600	1453204800	NA	NA	DANIEL WINNIK	1	NA	2	1453204800	16.0602739726027
"3226"	May 29, 2013	Missed the last 12 playoff games (broken thumb).	DANNY	DEKEYSER	DETROIT	REDWINGS	2013	5	29	12	TRUE	broken thumb	TRUE	1911	0	5	04	2013	5	29	2013	2160000	1367668800	1369828800	arm/hand	arm/hand	DANNY DEKEYSER	0	175	1	1367668800	13.3479452054795
"3226.1"	May 29, 2013	Missed the last 12 playoff games (broken thumb).	DANNY	DEKEYSER	DETROIT	REDWINGS	2013	5	29	12	TRUE	broken thumb	TRUE	1912	0	5	04	2013	5	29	2013	2160000	1367668800	1369828800	NA	NA	DANNY DEKEYSER	0	175	2	1369828800	13.4164383561644
"1078"	Dec 21, 2013	Missed 15 games (separated left shoulder).	DANNY	DEKEYSER	DETROIT	REDWINGS	2013	12	21	15	TRUE	separated left shoulder	FALSE	1913	0	11	20	2013	12	21	2013	2678400	1384948800	1387627200	upper body	upper body	DANNY DEKEYSER	1	13	1	1384948800	13.8958904109589
"1078.1"	Dec 21, 2013	Missed 15 games (separated left shoulder).	DANNY	DEKEYSER	DETROIT	REDWINGS	2013	12	21	15	TRUE	separated left shoulder	FALSE	1914	0	11	20	2013	12	21	2013	2678400	1384948800	1387627200	NA	NA	DANNY DEKEYSER	1	13	2	1387627200	13.9808219178082
"1972"	Jan 08, 2014	Missed 1 game (lower body injury).	DANNY	DEKEYSER	DETROIT	REDWINGS	2014	1	08	1	TRUE	lower body injury	FALSE	1915	0	1	03	2014	1	08	2014	432000	1388750400	1389182400	lower body	lower body	DANNY DEKEYSER	1	338	1	1388750400	14.0164383561644
"1972.1"	Jan 08, 2014	Missed 1 game (lower body injury).	DANNY	DEKEYSER	DETROIT	REDWINGS	2014	1	08	1	TRUE	lower body injury	FALSE	1916	0	1	03	2014	1	08	2014	432000	1388750400	1389182400	NA	NA	DANNY DEKEYSER	1	338	2	1389182400	14.0301369863014
