"Date"	"Injury"	"Firstname"	"Lastname"	"City"	"TeamName"	"games.injured"	"MissedGamesListing"	"InjuryType"	"SeasonEnding"	"Index"	"delete.duplicate"	"injstart.month"	"injstart.day"	"injstart.year"	"injend.month"	"injend.day"	"injend.year"	"DaysMissed"	"InjuryStartDate"	"InjuryEndDate"	"GeneralInjury"	"ReducedInjuryTypes"	"FirstLast"	"PreviouslyInjured"	"HealthyDuration"
"12976"	Mar 24, 2007	Missed 3 games (shoulder injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	3	TRUE	shoulder injury	FALSE	466	0	3	17	2007	3	24	2007	7	1174132800	1174737600	shoulder	upper body	SCOTTIE UPSHALL	1	4
"366"	Apr 05, 2007	Missed 4 games (shoulder injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	4	TRUE	shoulder injury	FALSE	467	0	3	28	2007	4	05	2007	8	1175083200	1175774400	shoulder	upper body	SCOTTIE UPSHALL	1	176
"14111"	Nov 01, 2007	Missed 10 games (wrist injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	10	TRUE	wrist injury	FALSE	468	0	9	28	2007	11	01	2007	34	1190980800	1193918400	wrist	arm/hand	SCOTTIE UPSHALL	1	59
"7790"	Jan 12, 2008	Missed 5 games (ankle injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	5	TRUE	ankle injury	FALSE	469	0	12	30	2007	1	12	2008	13	1199016000	1200139200	ankle	foot	SCOTTIE UPSHALL	1	28
"5625"	Feb 16, 2008	Missed 4 games (sprained right ankle).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	4	TRUE	sprained right ankle	FALSE	470	0	2	09	2008	2	16	2008	7	1202558400	1203163200	ankle	foot	SCOTTIE UPSHALL	1	310
"6956"	Jan 02, 2009	Missed 4 games (right knee injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	4	TRUE	right knee injury	FALSE	471	0	12	22	2008	1	02	2009	11	1229947200	1230897600	knee	leg	SCOTTIE UPSHALL	1	33
"5337"	Feb 12, 2009	Missed 3 games (flu).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	3	TRUE	flu	FALSE	472	0	2	04	2009	2	12	2009	8	1233748800	1234440000	cold/virus	illness	SCOTTIE UPSHALL	1	265
"14424"	Nov 05, 2009	Missed 1 game (lower body injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	1	TRUE	lower body injury	FALSE	473	0	11	04	2009	11	05	2009	1	1257336000	1257422400	lower body	lower body	SCOTTIE UPSHALL	1	61
"7724"	Jan 11, 2010	Missed 3 games (upper body injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	3	TRUE	upper body injury	FALSE	474	0	1	05	2010	1	11	2010	6	1262692800	1263211200	upper body	upper body	SCOTTIE UPSHALL	1	19
"1883"	Apr 27, 2010	Missed the last 27 regular season games and all 7 playoff games (right knee injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	34	TRUE	right knee injury	TRUE	475	0	1	30	2010	4	27	2010	87	1264852800	1272369600	knee	leg	SCOTTIE UPSHALL	1	565
"8536"	Jan 20, 2012	Missed 30 games (upper body injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	30	TRUE	upper body injury	FALSE	476	0	11	13	2011	1	20	2012	68	1321185600	1327060800	upper body	upper body	SCOTTIE UPSHALL	1	12
"12789"	Mar 21, 2012	Missed 24 games (sports hernia).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	24	TRUE	sports hernia	FALSE	477	0	2	01	2012	3	21	2012	49	1328097600	1332331200	hernia	other	SCOTTIE UPSHALL	1	317
"11330"	Mar 02, 2013	Missed 13 games (ankle injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	13	TRUE	ankle injury	FALSE	478	0	2	01	2013	3	02	2013	29	1359720000	1362225600	ankle	foot	SCOTTIE UPSHALL	1	1
"12640"	Mar 19, 2013	Missed 8 games (lower body injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	8	TRUE	lower body injury	FALSE	479	0	3	03	2013	3	19	2013	16	1362312000	1363694400	lower body	lower body	SCOTTIE UPSHALL	1	284
"7133"	Jan 04, 2014	Missed 3 games (upper body injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	3	TRUE	upper body injury	FALSE	480	0	12	28	2013	1	04	2014	7	1388232000	1388836800	upper body	upper body	SCOTTIE UPSHALL	1	320
"15826"	Nov 24, 2014	Missed 2 games (lower body injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	2	TRUE	lower body injury	FALSE	481	0	11	20	2014	11	24	2014	4	1416484800	1416830400	lower body	lower body	SCOTTIE UPSHALL	1	2
"3338"	Dec 16, 2014	Missed 9 games (ankle injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	9	TRUE	ankle injury	FALSE	482	0	11	26	2014	12	16	2014	20	1417003200	1418731200	ankle	foot	SCOTTIE UPSHALL	1	107
"317"	Apr 04, 2015	Missed 1 game (upper body injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	1	TRUE	upper body injury	FALSE	483	0	4	02	2015	4	04	2015	2	1427976000	1428148800	upper body	upper body	SCOTTIE UPSHALL	1	208
"18591"	Oct 31, 2015	Missed 1 game (undisclosed).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	1	TRUE	undisclosed	FALSE	484	0	10	29	2015	10	31	2015	2	1446120000	1446292800	undisclosed	undisclosed	SCOTTIE UPSHALL	1	203
"14017"	May 25, 2016	Missed the last 2 playoff games (upper body injury).	SCOTTIE	UPSHALL	ST. LOUIS	BLUES	2	TRUE	upper body injury	TRUE	485	0	5	21	2016	5	25	2016	4	1463832000	1464177600	upper body	upper body	SCOTTIE UPSHALL	1	NA
"2653"	Dec 07, 2016	Missed 14 games (lower body injury).	NOEL	ACCIARI	BOSTON	BRUINS	14	TRUE	lower body injury	FALSE	486	0	11	08	2016	12	07	2016	29	1478606400	1481112000	lower body	lower body	NOEL ACCIARI	0	121
"1524"	Apr 17, 2017	Missed the last regular season and first 2 playoff games (upper body injury).	NOEL	ACCIARI	BOSTON	BRUINS	3	TRUE	upper body injury	TRUE	487	0	4	07	2017	4	17	2017	10	1491566400	1492430400	upper body	upper body	NOEL ACCIARI	1	174
"14825"	Nov 10, 2017	Missed 13 games (fractured finger).	NOEL	ACCIARI	BOSTON	BRUINS	13	TRUE	fractured finger	FALSE	488	0	10	08	2017	11	10	2017	33	1507464000	1510315200	finger	arm/hand	NOEL ACCIARI	1	29
"3132"	Dec 13, 2017	Missed 1 game (upper body injury).	NOEL	ACCIARI	BOSTON	BRUINS	1	TRUE	upper body injury	FALSE	489	0	12	09	2017	12	13	2017	4	1512820800	1513166400	upper body	upper body	NOEL ACCIARI	1	42
"5323"	Feb 11, 2018	Missed 7 games (lower body injury).	NOEL	ACCIARI	BOSTON	BRUINS	7	TRUE	lower body injury	FALSE	490	0	1	24	2018	2	11	2018	18	1516795200	1518350400	lower body	lower body	NOEL ACCIARI	1	NA
"16286"	Nov 30, 2007	Missed 10 games (left knee injury).	DAVID	BACKES	BOSTON	BRUINS	10	TRUE	left knee injury	FALSE	491	0	11	04	2007	11	30	2007	26	1194177600	1196424000	knee	leg	DAVID BACKES	0	783
"9083"	Jan 27, 2010	Missed 3 games (upper body injury).	DAVID	BACKES	BOSTON	BRUINS	3	TRUE	upper body injury	FALSE	492	0	1	21	2010	1	27	2010	6	1264075200	1264593600	upper body	upper body	DAVID BACKES	1	1420
"3729"	Dec 21, 2013	Missed 2 games (upper body injury).	DAVID	BACKES	BOSTON	BRUINS	2	TRUE	upper body injury	FALSE	493	0	12	17	2013	12	21	2013	4	1387281600	1387627200	upper body	upper body	DAVID BACKES	1	8
"7132"	Jan 04, 2014	Missed 3 games (upper body injury).	DAVID	BACKES	BOSTON	BRUINS	3	TRUE	upper body injury	FALSE	494	0	12	29	2013	1	04	2014	6	1388318400	1388836800	upper body	upper body	DAVID BACKES	1	96
"1501"	Apr 17, 2014	Missed the last 3 regular season games (foot injury).	DAVID	BACKES	BOSTON	BRUINS	3	TRUE	foot injury	TRUE	495	0	4	10	2014	4	17	2014	7	1397131200	1397736000	foot	foot	DAVID BACKES	1	196
"14145"	Nov 01, 2014	Missed 1 game (concussion).	DAVID	BACKES	BOSTON	BRUINS	1	TRUE	concussion	FALSE	496	0	10	30	2014	11	01	2014	2	1414670400	1414843200	concussion	concussion	DAVID BACKES	1	520
"1198"	Apr 12, 2016	Missed the last 3 regular season games (lower body injury).	DAVID	BACKES	BOSTON	BRUINS	3	TRUE	lower body injury	TRUE	497	0	4	04	2016	4	12	2016	8	1459771200	1460462400	lower body	lower body	DAVID BACKES	1	196
"14487"	Nov 05, 2016	Missed 5 games (elbow injury).	DAVID	BACKES	BOSTON	BRUINS	5	TRUE	elbow injury	FALSE	498	0	10	25	2016	11	05	2016	11	1477396800	1478347200	elbow	arm/hand	DAVID BACKES	1	56
"7432"	Jan 07, 2017	Missed 3 games (concussion).	DAVID	BACKES	BOSTON	BRUINS	3	TRUE	concussion	FALSE	499	0	12	31	2016	1	07	2017	7	1483185600	1483790400	concussion	concussion	DAVID BACKES	1	271
"17759"	Oct 19, 2017	Missed 5 games (illness).	DAVID	BACKES	BOSTON	BRUINS	5	TRUE	illness	FALSE	500	0	10	05	2017	10	19	2017	14	1507204800	1508414400	cold/virus	illness	DAVID BACKES	1	14
"16272"	Nov 29, 2017	Missed 12 games (colon surgery).	DAVID	BACKES	BOSTON	BRUINS	12	TRUE	colon surgery	FALSE	501	0	11	02	2017	11	29	2017	27	1509624000	1511956800	internals	other	DAVID BACKES	1	NA
"12906"	Mar 23, 2004	Missed 11 games (shoulder injury).	PATRICE	BERGERON	BOSTON	BRUINS	11	TRUE	shoulder injury	FALSE	502	0	2	25	2004	3	23	2004	27	1077710400	1080043200	shoulder	upper body	PATRICE BERGERON	0	604
"15431"	Nov 19, 2005	Missed 1 game (flu).	PATRICE	BERGERON	BOSTON	BRUINS	1	TRUE	flu	FALSE	503	0	11	17	2005	11	19	2005	2	1132228800	1132401600	cold/virus	illness	PATRICE BERGERON	1	453
"6210"	Feb 24, 2007	Missed 5 games (lower body injury).	PATRICE	BERGERON	BOSTON	BRUINS	5	TRUE	lower body injury	FALSE	504	0	2	15	2007	2	24	2007	9	1171540800	1172318400	lower body	lower body	PATRICE BERGERON	1	245
"1656"	Apr 21, 2008	Missed the last 72 games of the regular season and 7 playoffs games (concussion).	PATRICE	BERGERON	BOSTON	BRUINS	79	TRUE	concussion	TRUE	505	0	10	27	2007	4	21	2008	177	1193486400	1208779200	concussion	concussion	PATRICE BERGERON	1	236
"3463"	Dec 18, 2008	Missed 2 games (flu).	PATRICE	BERGERON	BOSTON	BRUINS	2	TRUE	flu	FALSE	506	0	12	13	2008	12	18	2008	5	1229169600	1229601600	cold/virus	illness	PATRICE BERGERON	1	3
"9078"	Jan 27, 2009	Missed 15 games (concussion).	PATRICE	BERGERON	BOSTON	BRUINS	15	TRUE	concussion	FALSE	507	0	12	21	2008	1	27	2009	37	1229860800	1233057600	concussion	concussion	PATRICE BERGERON	1	73
"1420"	Apr 16, 2009	Missed 2 games (right foot injury).	PATRICE	BERGERON	BOSTON	BRUINS	2	TRUE	right foot injury	FALSE	508	0	4	10	2009	4	16	2009	6	1239364800	1239883200	foot	foot	PATRICE BERGERON	1	264
"8367"	Jan 18, 2010	Missed 6 games (broken right thumb).	PATRICE	BERGERON	BOSTON	BRUINS	6	TRUE	broken right thumb	FALSE	509	0	1	05	2010	1	18	2010	13	1262692800	1263816000	finger	arm/hand	PATRICE BERGERON	1	43
"11712"	Mar 06, 2010	Missed 2 games (groin).	PATRICE	BERGERON	BOSTON	BRUINS	2	TRUE	groin	FALSE	510	0	3	02	2010	3	06	2010	4	1267531200	1267876800	groin	lower body	PATRICE BERGERON	1	434
"13933"	May 19, 2011	Missed the last 2 playoff games (mild concussion).	PATRICE	BERGERON	BOSTON	BRUINS	2	TRUE	mild concussion	TRUE	511	0	5	14	2011	5	19	2011	5	1305374400	1305806400	concussion	concussion	PATRICE BERGERON	1	686
"1491"	Apr 17, 2013	Missed 6 games (concussion).	PATRICE	BERGERON	BOSTON	BRUINS	6	TRUE	concussion	FALSE	512	0	4	04	2013	4	17	2013	13	1365076800	1366200000	concussion	concussion	PATRICE BERGERON	1	358
"1168"	Apr 12, 2014	Missed 1 game (undisclosed).	PATRICE	BERGERON	BOSTON	BRUINS	1	TRUE	undisclosed	FALSE	513	0	4	10	2014	4	12	2014	2	1397131200	1397304000	undisclosed	undisclosed	PATRICE BERGERON	1	1
"1557"	Apr 18, 2014	Missed the last regular season game (undisclosed).	PATRICE	BERGERON	BOSTON	BRUINS	1	TRUE	undisclosed	TRUE	514	0	4	13	2014	4	18	2014	5	1397390400	1397822400	undisclosed	undisclosed	PATRICE BERGERON	1	255
"4428"	Dec 31, 2014	Missed 1 game (undisclosed).	PATRICE	BERGERON	BOSTON	BRUINS	1	TRUE	undisclosed	FALSE	515	0	12	29	2014	12	31	2014	2	1419854400	1420027200	undisclosed	undisclosed	PATRICE BERGERON	1	409
"5660"	Feb 16, 2016	Missed 2 games (undisclosed).	PATRICE	BERGERON	BOSTON	BRUINS	2	TRUE	undisclosed	FALSE	516	0	2	13	2016	2	16	2016	3	1455364800	1455624000	undisclosed	undisclosed	PATRICE BERGERON	1	239
"17813"	Oct 20, 2016	Missed 3 games (lower body injury).	PATRICE	BERGERON	BOSTON	BRUINS	3	TRUE	lower body injury	FALSE	517	0	10	12	2016	10	20	2016	8	1476273600	1476964800	lower body	lower body	PATRICE BERGERON	1	350
"17760"	Oct 19, 2017	Missed 5 games (lower body injury).	PATRICE	BERGERON	BOSTON	BRUINS	5	TRUE	lower body injury	FALSE	518	0	10	05	2017	10	19	2017	14	1507204800	1508414400	lower body	lower body	PATRICE BERGERON	1	NA
"1776"	Apr 23, 2017	Missed all 6 playoff games (upper body injury).	BRANDON	CARLO	BOSTON	BRUINS	6	TRUE	upper body injury	FALSE	519	0	4	10	2017	4	23	2017	13	1491825600	1492948800	upper body	upper body	BRANDON CARLO	0	NA
"8506"	Jan 20, 2002	Missed 3 games (shoulder injury).	ZDENO	CHARA	BOSTON	BRUINS	3	TRUE	shoulder injury	FALSE	520	0	1	15	2002	1	20	2002	5	1011096000	1011528000	shoulder	upper body	ZDENO CHARA	0	62
"13426"	Mar 30, 2002	Missed 4 games (flu).	ZDENO	CHARA	BOSTON	BRUINS	4	TRUE	flu	FALSE	521	0	3	23	2002	3	30	2002	7	1016884800	1017489600	cold/virus	illness	ZDENO CHARA	1	43
"13872"	May 14, 2002	Missed Game 6 and 7 of Round Two against Toronto (knee injury).	ZDENO	CHARA	BOSTON	BRUINS	2	TRUE	knee injury	FALSE	522	0	5	12	2002	5	14	2002	2	1021204800	1021377600	knee	leg	ZDENO CHARA	1	279
"11836"	Mar 08, 2003	Missed 8 games (chest injury).	ZDENO	CHARA	BOSTON	BRUINS	8	TRUE	chest injury	FALSE	523	0	2	17	2003	3	08	2003	19	1045483200	1047124800	chest	mid body	ZDENO CHARA	1	332
"5165"	Feb 10, 2004	Missed 2 games (upper body injury).	ZDENO	CHARA	BOSTON	BRUINS	2	TRUE	upper body injury	FALSE	524	0	2	03	2004	2	10	2004	7	1075809600	1076414400	upper body	upper body	ZDENO CHARA	1	25
"11837"	Mar 08, 2004	Missed 1 game (right foot injury).	ZDENO	CHARA	BOSTON	BRUINS	1	TRUE	right foot injury	FALSE	525	0	3	06	2004	3	08	2004	2	1078574400	1078747200	foot	foot	ZDENO CHARA	1	745
"1004"	Apr 11, 2006	Missed 10 games (hand injury).	ZDENO	CHARA	BOSTON	BRUINS	10	TRUE	hand injury	FALSE	526	0	3	23	2006	4	11	2006	19	1143115200	1144756800	hand	arm/hand	ZDENO CHARA	1	270
"7714"	Jan 11, 2007	Missed 2 games (lower body injury).	ZDENO	CHARA	BOSTON	BRUINS	2	TRUE	lower body injury	FALSE	527	0	1	06	2007	1	11	2007	5	1168084800	1168516800	lower body	lower body	ZDENO CHARA	1	423
"12706"	Mar 20, 2008	Missed 5 games (upper body injury).	ZDENO	CHARA	BOSTON	BRUINS	5	TRUE	upper body injury	FALSE	528	0	3	09	2008	3	20	2008	11	1205064000	1206014400	upper body	upper body	ZDENO CHARA	1	719
"12056"	Mar 11, 2010	Missed 1 game (lower body injury).	ZDENO	CHARA	BOSTON	BRUINS	1	TRUE	lower body injury	FALSE	529	0	3	09	2010	3	11	2010	2	1268136000	1268308800	lower body	lower body	ZDENO CHARA	1	401
"1537"	Apr 18, 2011	Missed the last playoff game (dehydration).	ZDENO	CHARA	BOSTON	BRUINS	0	TRUE	dehydration	TRUE	530	0	4	16	2011	4	18	2011	2	1302955200	1303128000	other	other	ZDENO CHARA	1	239
"3391"	Dec 17, 2011	Missed 2 games (leg injury).	ZDENO	CHARA	BOSTON	BRUINS	2	TRUE	leg injury	FALSE	531	0	12	13	2011	12	17	2011	4	1323777600	1324123200	leg	leg	ZDENO CHARA	1	742
"6912"	Jan 01, 2014	Missed 1 game (undisclosed).	ZDENO	CHARA	BOSTON	BRUINS	1	TRUE	undisclosed	FALSE	532	0	12	28	2013	1	01	2014	4	1388232000	1388577600	undisclosed	undisclosed	ZDENO CHARA	1	296
"2947"	Dec 11, 2014	Missed 19 games (right knee injury).	ZDENO	CHARA	BOSTON	BRUINS	19	TRUE	right knee injury	FALSE	533	0	10	24	2014	12	11	2014	48	1414152000	1418299200	knee	leg	ZDENO CHARA	1	299
"17348"	Oct 12, 2015	Missed 2 games (undisclosed).	ZDENO	CHARA	BOSTON	BRUINS	2	TRUE	undisclosed	FALSE	534	0	10	06	2015	10	12	2015	6	1444132800	1444651200	undisclosed	undisclosed	ZDENO CHARA	1	408
"2530"	Dec 05, 2016	Missed 6 games (lower body injury).	ZDENO	CHARA	BOSTON	BRUINS	6	TRUE	lower body injury	FALSE	535	0	11	23	2016	12	05	2016	12	1479902400	1480939200	lower body	lower body	ZDENO CHARA	1	66
"5227"	Feb 10, 2017	Missed 1 game (illness).	ZDENO	CHARA	BOSTON	BRUINS	1	TRUE	illness	FALSE	536	0	2	09	2017	2	10	2017	1	1486641600	1486728000	cold/virus	illness	ZDENO CHARA	1	NA
"2675"	Dec 07, 2017	Missed 3 games (upper body injury).	JAKE	DEBRUSK	BOSTON	BRUINS	3	TRUE	upper body injury	FALSE	537	0	11	28	2017	12	07	2017	9	1511870400	1512648000	upper body	upper body	JAKE DEBRUSK	0	NA
"3537"	Dec 19, 2002	Missed 2 games (ankle injury).	BRIAN	GIONTA	BOSTON	BRUINS	2	TRUE	ankle injury	FALSE	538	0	12	14	2002	12	19	2002	5	1039867200	1040299200	ankle	foot	BRIAN GIONTA	0	16
"5551"	Feb 15, 2003	Missed 19 games (broken right leg).	BRIAN	GIONTA	BOSTON	BRUINS	19	TRUE	broken right leg	FALSE	539	0	1	04	2003	2	15	2003	42	1041681600	1045310400	leg	leg	BRIAN GIONTA	1	2
"6128"	Feb 23, 2003	Missed 3 games (ankle injury).	BRIAN	GIONTA	BOSTON	BRUINS	3	TRUE	ankle injury	FALSE	540	0	2	17	2003	2	23	2003	6	1045483200	1046001600	ankle	foot	BRIAN GIONTA	1	376
"12698"	Mar 20, 2004	Missed 7 games (facial injury).	BRIAN	GIONTA	BOSTON	BRUINS	7	TRUE	facial injury	FALSE	541	0	3	05	2004	3	20	2004	15	1078488000	1079784000	face	head/neck/face	BRIAN GIONTA	1	1062
"11515"	Mar 04, 2007	Missed 8 games (groin).	BRIAN	GIONTA	BOSTON	BRUINS	8	TRUE	groin	FALSE	542	0	2	15	2007	3	04	2007	17	1171540800	1173009600	groin	lower body	BRIAN GIONTA	1	4
"2"	Apr 01, 2007	Missed 11 games (groin).	BRIAN	GIONTA	BOSTON	BRUINS	11	TRUE	groin	FALSE	543	0	3	08	2007	4	01	2007	24	1173355200	1175428800	groin	lower body	BRIAN GIONTA	1	4
"635"	Apr 08, 2007	Missed 1 game (leg injury).	BRIAN	GIONTA	BOSTON	BRUINS	1	TRUE	leg injury	FALSE	544	0	4	05	2007	4	08	2007	3	1175774400	1176033600	leg	leg	BRIAN GIONTA	1	581
"14905"	Nov 12, 2008	Missed 1 game (head injury).	BRIAN	GIONTA	BOSTON	BRUINS	1	TRUE	head injury	FALSE	545	0	11	09	2008	11	12	2008	3	1226232000	1226491200	head	head/neck/face	BRIAN GIONTA	1	367
"4111"	Dec 28, 2009	Missed 21 games (broken left foot).	BRIAN	GIONTA	BOSTON	BRUINS	21	TRUE	broken left foot	FALSE	546	0	11	14	2009	12	28	2009	44	1258200000	1262001600	foot	foot	BRIAN GIONTA	1	712
"7380"	Jan 07, 2012	Missed 11 games (lower body injury).	BRIAN	GIONTA	BOSTON	BRUINS	11	TRUE	lower body injury	FALSE	547	0	12	10	2011	1	07	2012	28	1323518400	1325937600	lower body	lower body	BRIAN GIONTA	1	5
"564"	Apr 07, 2012	Missed the last 40 regular season games (biceps injury).	BRIAN	GIONTA	BOSTON	BRUINS	40	TRUE	biceps injury	TRUE	548	0	1	12	2012	4	07	2012	86	1326369600	1333800000	muscle	other	BRIAN GIONTA	1	391
"13698"	May 05, 2013	Missed 1 game (upper body injury).	BRIAN	GIONTA	BOSTON	BRUINS	1	TRUE	upper body injury	FALSE	549	0	5	03	2013	5	05	2013	2	1367582400	1367755200	upper body	upper body	BRIAN GIONTA	1	2
"13790"	May 09, 2013	Missed the last 2 playoff games (biceps injury).	BRIAN	GIONTA	BOSTON	BRUINS	2	TRUE	biceps injury	TRUE	550	0	5	07	2013	5	09	2013	2	1367928000	1368100800	muscle	other	BRIAN GIONTA	1	593
"9117"	Jan 27, 2015	Missed 13 games (upper body injury).	BRIAN	GIONTA	BOSTON	BRUINS	13	TRUE	upper body injury	FALSE	551	0	12	23	2014	1	27	2015	35	1419336000	1422360000	upper body	upper body	BRIAN GIONTA	1	254
"17506"	Oct 15, 2015	Missed 3 games (lower body injury).	BRIAN	GIONTA	BOSTON	BRUINS	3	TRUE	lower body injury	FALSE	552	0	10	08	2015	10	15	2015	7	1444305600	1444910400	lower body	lower body	BRIAN GIONTA	1	NA
"868"	Apr 09, 2017	Missed 2 games (undisclosed).	NICK	HOLDEN	BOSTON	BRUINS	2	TRUE	undisclosed	FALSE	553	0	4	05	2017	4	09	2017	4	1491393600	1491739200	undisclosed	undisclosed	NICK HOLDEN	0	NA
"4030"	Dec 27, 2013	Missed 32 games (lower body injury).	ANTON	KHUDOBIN	BOSTON	BRUINS	32	TRUE	lower body injury	FALSE	554	0	10	14	2013	12	27	2013	74	1381752000	1388145600	lower body	lower body	ANTON KHUDOBIN	0	1033
"15494"	Nov 19, 2016	Missed 12 games (upper body injury).	ANTON	KHUDOBIN	BOSTON	BRUINS	12	TRUE	upper body injury	FALSE	555	0	10	25	2016	11	19	2016	25	1477396800	1479556800	upper body	upper body	ANTON KHUDOBIN	1	345
"18609"	Oct 31, 2017	Missed 1 game (lower body injury).	ANTON	KHUDOBIN	BOSTON	BRUINS	1	TRUE	lower body injury	FALSE	556	0	10	30	2017	10	31	2017	1	1509364800	1509451200	lower body	lower body	ANTON KHUDOBIN	1	1
"14685"	Nov 08, 2017	Missed 4 games (lower body injury).	ANTON	KHUDOBIN	BOSTON	BRUINS	4	TRUE	lower body injury	FALSE	557	0	11	01	2017	11	08	2017	7	1509537600	1510142400	lower body	lower body	ANTON KHUDOBIN	1	NA
"14772"	Nov 10, 2009	Missed 2 games (H1N1 virus).	DAVID	KREJCI	BOSTON	BRUINS	2	TRUE	H1N1 virus	FALSE	558	0	10	5	2009	11	10	2009	36	1254744000	1257854400	cold/virus	illness	DAVID KREJCI	0	65
"8167"	Jan 16, 2010	Missed 1 game (undisclosed).	DAVID	KREJCI	BOSTON	BRUINS	1	TRUE	undisclosed	FALSE	559	0	1	14	2010	1	16	2010	2	1263470400	1263643200	undisclosed	undisclosed	DAVID KREJCI	1	110
"13875"	May 14, 2010	Missed the last 4 playoff games (broken wrist).	DAVID	KREJCI	BOSTON	BRUINS	4	TRUE	broken wrist	TRUE	560	0	5	06	2010	5	14	2010	8	1273147200	1273838400	wrist	arm/hand	DAVID KREJCI	1	178
"15536"	Nov 20, 2010	Missed 6 games (concussion).	DAVID	KREJCI	BOSTON	BRUINS	6	TRUE	concussion	FALSE	561	0	11	08	2010	11	20	2010	12	1289217600	1290254400	concussion	concussion	DAVID KREJCI	1	8
"2202"	Dec 01, 2010	Missed 1 game (flu).	DAVID	KREJCI	BOSTON	BRUINS	1	TRUE	flu	FALSE	562	0	11	28	2010	12	01	2010	3	1290945600	1291204800	cold/virus	illness	DAVID KREJCI	1	315
"17777"	Oct 20, 2011	Missed 3 games (leg injury).	DAVID	KREJCI	BOSTON	BRUINS	3	TRUE	leg injury	FALSE	563	0	10	12	2011	10	20	2011	8	1318420800	1319112000	leg	leg	DAVID KREJCI	1	516
"12795"	Mar 21, 2013	Missed 1 game (bruised right knee).	DAVID	KREJCI	BOSTON	BRUINS	1	TRUE	bruised right knee	FALSE	564	0	3	19	2013	3	21	2013	2	1363694400	1363867200	knee	leg	DAVID KREJCI	1	565
"17389"	Oct 13, 2014	Missed 3 games (undisclosed).	DAVID	KREJCI	BOSTON	BRUINS	3	TRUE	undisclosed	FALSE	565	0	10	07	2014	10	13	2014	6	1412683200	1413201600	undisclosed	undisclosed	DAVID KREJCI	1	19
"14538"	Nov 06, 2014	Missed 2 games (undisclosed).	DAVID	KREJCI	BOSTON	BRUINS	2	TRUE	undisclosed	FALSE	566	0	11	01	2014	11	06	2014	5	1414843200	1415275200	undisclosed	undisclosed	DAVID KREJCI	1	4
"15393"	Nov 18, 2014	Missed 4 games (hip injury).	DAVID	KREJCI	BOSTON	BRUINS	4	TRUE	hip injury	FALSE	567	0	11	10	2014	11	18	2014	8	1415620800	1416312000	hip	lower body	DAVID KREJCI	1	3
"3411"	Dec 17, 2014	Missed 11 games (lower body injury).	DAVID	KREJCI	BOSTON	BRUINS	11	TRUE	lower body injury	FALSE	568	0	11	21	2014	12	17	2014	26	1416571200	1418817600	lower body	lower body	DAVID KREJCI	1	66
"13172"	Mar 26, 2015	Missed 15 games (left knee injury).	DAVID	KREJCI	BOSTON	BRUINS	15	TRUE	left knee injury	FALSE	569	0	2	21	2015	3	26	2015	33	1424520000	1427371200	knee	leg	DAVID KREJCI	1	278
"8658"	Jan 21, 2016	Missed 10 games (upper body injury).	DAVID	KREJCI	BOSTON	BRUINS	10	TRUE	upper body injury	FALSE	570	0	12	29	2015	1	21	2016	23	1451390400	1453377600	upper body	upper body	DAVID KREJCI	1	447
"1521"	Apr 17, 2017	Missed the last 2 playoff games (upper body injury).	DAVID	KREJCI	BOSTON	BRUINS	2	TRUE	upper body injury	TRUE	571	0	4	12	2017	4	17	2017	5	1491998400	1492430400	upper body	upper body	DAVID KREJCI	1	6
"1784"	Apr 23, 2017	Missed the last playoff game (lower body injury).	DAVID	KREJCI	BOSTON	BRUINS	0	TRUE	lower body injury	TRUE	572	0	4	23	2017	4	23	2017	0	1492948800	1492948800	lower body	lower body	DAVID KREJCI	1	181
"15270"	Nov 16, 2017	Missed 11 games (back injury).	DAVID	KREJCI	BOSTON	BRUINS	11	TRUE	back injury	FALSE	573	0	10	21	2017	11	16	2017	26	1508587200	1510833600	back	mid body	DAVID KREJCI	1	12
"2336"	Dec 02, 2017	Missed 1 game (upper body injury).	DAVID	KREJCI	BOSTON	BRUINS	1	TRUE	upper body injury	FALSE	574	0	11	28	2017	12	02	2017	4	1511870400	1512216000	upper body	upper body	DAVID KREJCI	1	16
